商品1,商品2,商品3,商品4,商品5,商品6,商品7,商品8,商品9,商品10
1 ,0 ,0 ,1 ,1 ,1 ,1 ,1 ,1 ,0 
1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
1 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 
1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
1 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 
0 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,0 ,1 
1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,1 ,0 
1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 
1 ,1 ,0 ,1 ,0 ,1 ,1 ,1 ,1 ,0 
0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,1 
1 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 
0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
1 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,0 
0 ,1 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,0 
1 ,0 ,0 ,1 ,1 ,1 ,0 ,1 ,0 ,0 
0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 
1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,1 
1 ,0 ,0 ,1 ,1 ,1 ,0 ,1 ,0 ,1 
1 ,0 ,0 ,1 ,1 ,1 ,0 ,1 ,1 ,1 
0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,0 
0 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,1 
0 ,0 ,1 ,0 ,1 ,1 ,0 ,1 ,1 ,1 
1 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,1 ,0 
1 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,0 
0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
0 ,0 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,0 
0 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,1 
0 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 
1 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,1 ,1 
0 ,1 ,1 ,1 ,0 ,1 ,1 ,0 ,1 ,1 
0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,1 ,1 
0 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,1 ,1 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
1 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,1 ,0 
0 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 
1 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 
1 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 
0 ,1 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,1 
1 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 
1 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 
0 ,1 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,0 
1 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,0 ,1 
0 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,1 ,0 
1 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,1 ,0 
1 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
1 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,0 
0 ,1 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,0 
1 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,1 
0 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,0 
1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 
0 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,1 ,0 
1 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 
1 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,1 ,1 
0 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,1 
1 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,0 
1 ,0 ,1 ,1 ,1 ,0 ,1 ,1 ,1 ,0 
0 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,1 ,1 
0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,1 
1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 
1 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 
1 ,0 ,1 ,1 ,1 ,0 ,1 ,1 ,1 ,0 
1 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,0 
1 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
0 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,0 
0 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,1 
1 ,1 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,0 
0 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,1 ,1 
1 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 
1 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,1 ,1 
1 ,0 ,1 ,0 ,1 ,0 ,1 ,1 ,1 ,0 
0 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,1 ,1 
1 ,1 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,1 
0 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,1 ,0 
1 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,1 ,0 
0 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,0 ,0 
0 ,1 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 
1 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 
0 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,1 
1 ,1 ,1 ,1 ,1 ,0 ,1 ,1 ,1 ,0 
1 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 
0 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 
0 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,0 
1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 
0 ,1 ,1 ,1 ,1 ,0 ,1 ,1 ,1 ,0 
1 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,1 
0 ,0 ,1 ,1 ,1 ,0 ,1 ,0 ,1 ,0 
1 ,1 ,1 ,1 ,1 ,0 ,1 ,1 ,0 ,0 
1 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 
1 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,1 
0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,1 
1 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,1 
1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,0 
0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,1 ,0 
0 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,1 
1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 
1 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,1 ,1 
1 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 
0 ,0 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,0 
1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,1 
1 ,1 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,0 
1 ,0 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,1 
0 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,1 
1 ,1 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 
1 ,0 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,1 
1 ,0 ,0 ,1 ,1 ,1 ,1 ,1 ,1 ,1 
1 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,1 ,1 
1 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,1 
0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,1 
0 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,1 
0 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,1 
0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
0 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,1 ,0 
1 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,1 ,1 
0 ,1 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,0 
0 ,1 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,0 
0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 
1 ,1 ,0 ,0 ,0 ,1 ,1 ,1 ,1 ,1 
1 ,1 ,0 ,0 ,1 ,1 ,1 ,1 ,0 ,1 
1 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,1 
1 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,0 ,0 
1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,1 
1 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,0 
1 ,1 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,1 
1 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,1 ,0 
0 ,1 ,0 ,1 ,0 ,1 ,1 ,1 ,1 ,0 
0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 
0 ,1 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,1 
0 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,1 ,0 
1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,1 
0 ,1 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 
1 ,0 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,0 
0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 
0 ,1 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,1 
0 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 
1 ,1 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,1 
1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,1 
0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,1 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 
1 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,1 
1 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,1 
0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,1 
1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 
1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 
1 ,0 ,1 ,1 ,1 ,1 ,0 ,1 ,1 ,0 
1 ,0 ,1 ,0 ,0 ,1 ,1 ,1 ,1 ,1 
0 ,1 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,1 
1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,0 
1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,1 ,0 
1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,1 
0 ,0 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,1 
1 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 
1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,1 
0 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,1 
1 ,1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,1 
1 ,1 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,1 
0 ,0 ,0 ,0 ,1 ,1 ,1 ,1 ,1 ,0 
1 ,1 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 
0 ,1 ,0 ,1 ,1 ,0 ,1 ,1 ,0 ,0 
0 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 
1 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,0 ,0 
1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,1 
1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 
1 ,0 ,1 ,1 ,1 ,0 ,1 ,0 ,1 ,0 
0 ,1 ,0 ,0 ,1 ,1 ,1 ,1 ,1 ,1 
1 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,0 
0 ,1 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,1 
1 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,1 
1 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 
1 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,1 
1 ,1 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,0 
1 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,0 ,1 
1 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,1 
1 ,1 ,1 ,1 ,1 ,1 ,1 ,0 ,0 ,0 
0 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,1 
1 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,1 
0 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,1 ,0 
0 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 
0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 
0 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,1 ,0 
0 ,1 ,1 ,0 ,1 ,1 ,0 ,1 ,1 ,0 
0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 
0 ,1 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 
1 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,1 ,1 
0 ,0 ,1 ,0 ,1 ,0 ,1 ,1 ,0 ,0 
0 ,0 ,1 ,0 ,1 ,1 ,1 ,1 ,0 ,0 
0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,0 
1 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,0 
0 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,1 ,1 
0 ,1 ,1 ,1 ,1 ,0 ,1 ,1 ,1 ,0 
0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,1 ,0 
1 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 
1 ,1 ,0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 
1 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,1 ,0 ,1 ,1 ,0 ,1 ,1 ,0 ,0 
0 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,1 
0 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 
0 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,1 
0 ,1 ,1 ,1 ,1 ,0 ,1 ,1 ,0 ,0 
0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,1 ,0 
0 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,1 
0 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,1 
0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,0 
0 ,1 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 
0 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,1 
1 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,1 
0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 
1 ,1 ,1 ,0 ,1 ,0 ,1 ,1 ,1 ,0 
0 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,1 ,1 
0 ,1 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,1 
1 ,1 ,0 ,1 ,1 ,1 ,1 ,0 ,1 ,1 
1 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 
1 ,1 ,1 ,0 ,1 ,1 ,1 ,1 ,1 ,1 
1 ,1 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,1 
1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,0 ,0 
0 ,1 ,1 ,1 ,1 ,1 ,0 ,0 ,1 ,1 
0 ,1 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,0 
1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 
0 ,0 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,1 
0 ,0 ,0 ,0 ,1 ,0 ,1 ,1 ,0 ,1 
0 ,0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 
0 ,1 ,0 ,1 ,1 ,0 ,1 ,1 ,0 ,1 
0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,1 ,1 ,1 ,0 ,1 ,1 ,1 ,0 ,0 
0 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,1 ,0 
0 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,1 
1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,1 
0 ,1 ,1 ,1 ,0 ,1 ,0 ,0 ,1 ,0 
1 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,1 
1 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,1 ,1 
1 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,1 ,0 
0 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,1 
1 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,1 ,0 
0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 
1 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 
0 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,1 ,1 
0 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,1 
1 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,1 
1 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,1 ,0 
0 ,1 ,1 ,1 ,0 ,1 ,1 ,1 ,1 ,1 
0 ,1 ,1 ,1 ,0 ,1 ,0 ,0 ,1 ,1 
1 ,1 ,0 ,1 ,1 ,1 ,1 ,0 ,1 ,0 
0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,0 
0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 
1 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 
1 ,0 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 
1 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,0 
1 ,0 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,0 
1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,0 
1 ,1 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 
1 ,1 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,0 
1 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,1 
1 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,0 
0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,1 ,0 
1 ,0 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,1 
1 ,1 ,1 ,0 ,1 ,0 ,1 ,1 ,0 ,0 
0 ,1 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,1 
1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,1 ,1 ,1 ,0 ,0 ,1 ,0 ,1 ,0 
0 ,1 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,1 
1 ,1 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,1 
1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
1 ,1 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,1 
0 ,0 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,1 
1 ,0 ,1 ,0 ,1 ,1 ,0 ,1 ,0 ,0 
0 ,0 ,0 ,1 ,0 ,1 ,1 ,1 ,1 ,1 
0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 
1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
1 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 
1 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,0 
0 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,1 
0 ,0 ,0 ,1 ,1 ,1 ,0 ,1 ,0 ,1 
0 ,0 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,0 
1 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,1 
0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,1 ,0 
1 ,1 ,1 ,1 ,1 ,1 ,0 ,1 ,1 ,0 
1 ,1 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 
1 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,0 
1 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,1 
0 ,0 ,1 ,1 ,1 ,0 ,1 ,1 ,1 ,1 
1 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,1 
1 ,0 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 
0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
0 ,1 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,1 
0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 ,1 
1 ,0 ,1 ,1 ,1 ,1 ,0 ,1 ,1 ,0 
0 ,0 ,1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 
1 ,0 ,0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 
1 ,1 ,0 ,1 ,1 ,0 ,1 ,0 ,1 ,0 
1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 
0 ,0 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 
1 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,0 
0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,1 
1 ,1 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,1 
0 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,1 ,1 
0 ,0 ,0 ,1 ,0 ,0 ,1 ,1 ,1 ,1 
0 ,1 ,0 ,1 ,0 ,0 ,0 ,1 ,0 ,0 
1 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 
1 ,0 ,1 ,1 ,0 ,1 ,1 ,1 ,1 ,0 
1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 
1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,1 
0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 
1 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,1 ,1 
0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,1 ,0 
1 ,0 ,1 ,0 ,1 ,1 ,1 ,0 ,0 ,0 
0 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,1 
1 ,0 ,1 ,0 ,1 ,0 ,1 ,1 ,0 ,0 
1 ,0 ,1 ,1 ,1 ,1 ,0 ,1 ,0 ,0 
1 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,1 ,1 
1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 ,1 ,1 
1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 
0 ,1 ,0 ,0 ,1 ,1 ,0 ,1 ,0 ,0 
1 ,0 ,0 ,1 ,0 ,0 ,1 ,0 ,0 ,0 
1 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,1 
0 ,0 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,1 
1 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,1 
0 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,1 ,0 
1 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,1 ,0 
1 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,1 ,0 
1 ,0 ,1 ,1 ,1 ,1 ,0 ,1 ,1 ,0 
0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,0 ,0 
1 ,0 ,0 ,1 ,1 ,1 ,0 ,1 ,1 ,1 
0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 ,0 ,1 
0 ,0 ,1 ,1 ,0 ,0 ,1 ,0 ,0 ,0 
0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,1 ,0 
0 ,0 ,0 ,1 ,1 ,1 ,1 ,0 ,1 ,1 
1 ,1 ,1 ,0 ,0 ,1 ,1 ,1 ,0 ,1 
1 ,1 ,1 ,1 ,0 ,1 ,1 ,0 ,0 ,0 
0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,0 ,1 
0 ,1 ,1 ,0 ,1 ,0 ,1 ,0 ,0 ,1 
0 ,0 ,1 ,0 ,0 ,1 ,1 ,1 ,1 ,0 
0 ,0 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 
1 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,1 
1 ,0 ,1 ,1 ,1 ,0 ,1 ,0 ,1 ,1 
0 ,1 ,0 ,1 ,1 ,1 ,1 ,0 ,0 ,0 
1 ,0 ,1 ,0 ,1 ,1 ,0 ,1 ,1 ,1 
0 ,1 ,0 ,0 ,1 ,0 ,1 ,0 ,1 ,1 
1 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,0 ,1 
0 ,1 ,0 ,1 ,0 ,0 ,1 ,1 ,0 ,1 
1 ,1 ,1 ,0 ,0 ,1 ,1 ,0 ,0 ,1 
0 ,0 ,1 ,1 ,0 ,0 ,0 ,1 ,1 ,1 
1 ,1 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 
1 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,1 
0 ,0 ,0 ,1 ,1 ,1 ,0 ,0 ,1 ,1 
0 ,1 ,1 ,1 ,1 ,1 ,1 ,1 ,0 ,0 
