data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,label
53 ,42 ,89 ,31 ,20 ,93 ,48 ,38 ,38 ,36 ,0
67 ,19 ,100 ,22 ,51 ,70 ,23 ,81 ,1 ,24 ,0
94 ,12 ,79 ,20 ,91 ,0 ,26 ,38 ,36 ,74 ,0
58 ,26 ,85 ,29 ,24 ,53 ,5 ,12 ,56 ,40 ,0
79 ,28 ,97 ,29 ,68 ,8 ,2 ,37 ,66 ,78 ,0
100 ,29 ,72 ,45 ,19 ,66 ,27 ,16 ,78 ,39 ,0
84 ,9 ,67 ,20 ,53 ,46 ,24 ,65 ,79 ,65 ,0
60 ,26 ,59 ,38 ,94 ,91 ,1 ,82 ,18 ,95 ,0
56 ,24 ,82 ,48 ,66 ,72 ,49 ,76 ,66 ,11 ,0
96 ,44 ,66 ,34 ,42 ,30 ,24 ,41 ,91 ,98 ,0
72 ,34 ,58 ,0 ,43 ,48 ,16 ,77 ,41 ,76 ,0
66 ,44 ,80 ,19 ,80 ,74 ,42 ,94 ,21 ,77 ,0
52 ,11 ,81 ,27 ,69 ,80 ,34 ,91 ,92 ,93 ,0
65 ,30 ,95 ,49 ,55 ,4 ,22 ,77 ,0 ,56 ,0
66 ,3 ,84 ,21 ,54 ,92 ,47 ,60 ,56 ,95 ,0
62 ,30 ,73 ,19 ,12 ,85 ,2 ,27 ,80 ,54 ,0
64 ,25 ,58 ,4 ,76 ,85 ,4 ,44 ,3 ,7 ,0
64 ,48 ,75 ,30 ,47 ,33 ,19 ,91 ,9 ,57 ,0
85 ,30 ,75 ,45 ,52 ,5 ,45 ,26 ,49 ,37 ,0
58 ,2 ,78 ,5 ,40 ,13 ,19 ,78 ,74 ,85 ,0
54 ,22 ,51 ,36 ,94 ,0 ,21 ,64 ,57 ,29 ,0
55 ,5 ,55 ,0 ,85 ,43 ,0 ,42 ,56 ,30 ,0
88 ,33 ,80 ,7 ,0 ,10 ,18 ,48 ,72 ,46 ,0
99 ,23 ,81 ,20 ,19 ,55 ,19 ,97 ,46 ,64 ,0
56 ,2 ,60 ,0 ,23 ,55 ,22 ,6 ,33 ,86 ,0
73 ,13 ,72 ,42 ,60 ,94 ,30 ,64 ,47 ,99 ,0
78 ,39 ,79 ,0 ,21 ,37 ,17 ,58 ,65 ,25 ,0
81 ,42 ,89 ,40 ,15 ,79 ,43 ,84 ,26 ,73 ,0
85 ,40 ,94 ,7 ,81 ,14 ,11 ,6 ,65 ,55 ,0
98 ,2 ,76 ,24 ,82 ,11 ,41 ,2 ,96 ,63 ,0
86 ,25 ,52 ,44 ,50 ,6 ,30 ,37 ,24 ,79 ,0
88 ,2 ,56 ,6 ,81 ,23 ,6 ,76 ,73 ,44 ,0
51 ,10 ,51 ,0 ,29 ,13 ,48 ,80 ,32 ,98 ,0
89 ,48 ,100 ,25 ,34 ,51 ,34 ,96 ,18 ,89 ,0
93 ,43 ,77 ,13 ,92 ,10 ,23 ,43 ,47 ,93 ,0
84 ,43 ,83 ,17 ,53 ,52 ,49 ,3 ,77 ,4 ,0
92 ,43 ,70 ,4 ,91 ,91 ,40 ,85 ,31 ,79 ,0
92 ,17 ,90 ,40 ,53 ,83 ,1 ,26 ,50 ,2 ,0
98 ,19 ,98 ,23 ,6 ,3 ,11 ,29 ,99 ,41 ,0
62 ,40 ,71 ,9 ,30 ,36 ,45 ,70 ,26 ,11 ,0
53 ,27 ,98 ,16 ,57 ,45 ,46 ,76 ,76 ,42 ,0
97 ,12 ,63 ,41 ,31 ,47 ,0 ,27 ,50 ,13 ,0
54 ,0 ,70 ,38 ,42 ,82 ,21 ,97 ,43 ,57 ,0
65 ,15 ,74 ,2 ,29 ,53 ,43 ,34 ,88 ,23 ,0
69 ,46 ,82 ,39 ,87 ,20 ,35 ,66 ,35 ,74 ,0
77 ,5 ,52 ,25 ,65 ,38 ,12 ,43 ,91 ,81 ,0
75 ,48 ,72 ,48 ,89 ,87 ,12 ,100 ,18 ,14 ,0
54 ,36 ,92 ,41 ,57 ,80 ,22 ,64 ,69 ,8 ,0
56 ,5 ,100 ,38 ,39 ,21 ,25 ,57 ,26 ,72 ,0
75 ,28 ,84 ,9 ,94 ,14 ,16 ,58 ,45 ,53 ,0
76 ,16 ,81 ,22 ,90 ,16 ,2 ,8 ,54 ,25 ,0
56 ,12 ,68 ,3 ,78 ,88 ,0 ,91 ,25 ,98 ,0
66 ,21 ,72 ,15 ,96 ,68 ,33 ,21 ,91 ,53 ,0
51 ,14 ,89 ,37 ,38 ,8 ,42 ,44 ,16 ,7 ,0
79 ,31 ,94 ,9 ,29 ,56 ,2 ,9 ,73 ,2 ,0
85 ,23 ,70 ,43 ,78 ,23 ,42 ,79 ,73 ,93 ,0
100 ,49 ,85 ,15 ,38 ,9 ,45 ,54 ,79 ,45 ,0
96 ,34 ,94 ,3 ,36 ,83 ,42 ,18 ,37 ,67 ,0
63 ,36 ,51 ,35 ,94 ,3 ,19 ,40 ,84 ,61 ,0
66 ,49 ,95 ,35 ,95 ,12 ,7 ,6 ,63 ,71 ,0
84 ,26 ,57 ,34 ,97 ,23 ,35 ,97 ,41 ,34 ,0
100 ,43 ,86 ,35 ,57 ,40 ,12 ,26 ,35 ,99 ,0
78 ,9 ,77 ,29 ,83 ,59 ,24 ,21 ,79 ,20 ,0
53 ,37 ,65 ,36 ,6 ,42 ,27 ,10 ,79 ,30 ,0
93 ,37 ,64 ,11 ,7 ,33 ,40 ,96 ,37 ,19 ,0
88 ,6 ,91 ,25 ,60 ,22 ,32 ,18 ,58 ,83 ,0
98 ,1 ,88 ,12 ,19 ,66 ,40 ,36 ,73 ,36 ,0
53 ,40 ,53 ,4 ,21 ,43 ,26 ,9 ,46 ,67 ,0
59 ,4 ,93 ,38 ,22 ,41 ,18 ,54 ,93 ,6 ,0
94 ,96 ,66 ,41 ,75 ,75 ,36 ,78 ,26 ,77 ,1
95 ,66 ,84 ,39 ,37 ,41 ,28 ,49 ,46 ,75 ,1
93 ,85 ,77 ,15 ,10 ,43 ,34 ,99 ,92 ,29 ,1
65 ,61 ,73 ,49 ,87 ,52 ,14 ,92 ,6 ,34 ,1
70 ,55 ,96 ,24 ,9 ,97 ,15 ,27 ,47 ,61 ,1
75 ,77 ,83 ,18 ,71 ,55 ,15 ,11 ,28 ,73 ,1
59 ,59 ,54 ,15 ,62 ,73 ,16 ,70 ,87 ,37 ,1
66 ,52 ,54 ,42 ,25 ,49 ,3 ,76 ,50 ,46 ,1
100 ,91 ,93 ,32 ,55 ,16 ,17 ,63 ,27 ,7 ,1
84 ,79 ,93 ,39 ,25 ,28 ,47 ,47 ,53 ,27 ,1
83 ,67 ,78 ,14 ,23 ,81 ,47 ,6 ,86 ,33 ,1
73 ,73 ,68 ,45 ,20 ,94 ,32 ,14 ,20 ,16 ,1
99 ,66 ,94 ,34 ,95 ,9 ,26 ,48 ,21 ,11 ,1
99 ,55 ,67 ,27 ,9 ,65 ,32 ,85 ,70 ,14 ,1
69 ,62 ,80 ,19 ,93 ,86 ,43 ,50 ,79 ,75 ,1
63 ,56 ,64 ,10 ,89 ,24 ,23 ,80 ,78 ,16 ,1
100 ,81 ,86 ,18 ,44 ,53 ,35 ,81 ,87 ,50 ,1
82 ,86 ,76 ,19 ,97 ,31 ,11 ,21 ,22 ,99 ,1
52 ,74 ,91 ,38 ,63 ,28 ,36 ,15 ,7 ,53 ,1
81 ,62 ,53 ,10 ,81 ,47 ,46 ,72 ,23 ,36 ,1
86 ,86 ,98 ,8 ,85 ,73 ,7 ,83 ,28 ,38 ,1
96 ,59 ,72 ,38 ,28 ,74 ,5 ,8 ,96 ,97 ,1
99 ,78 ,89 ,36 ,25 ,20 ,30 ,86 ,55 ,27 ,1
54 ,77 ,85 ,15 ,65 ,65 ,46 ,77 ,11 ,0 ,1
51 ,84 ,66 ,17 ,75 ,49 ,5 ,49 ,36 ,9 ,1
71 ,51 ,62 ,33 ,29 ,73 ,9 ,19 ,99 ,96 ,1
60 ,76 ,76 ,19 ,2 ,65 ,2 ,85 ,49 ,34 ,1
99 ,71 ,69 ,23 ,93 ,40 ,18 ,85 ,69 ,25 ,1
96 ,73 ,66 ,29 ,37 ,64 ,10 ,61 ,76 ,50 ,1
53 ,83 ,52 ,29 ,48 ,94 ,28 ,12 ,69 ,89 ,1
55 ,81 ,57 ,42 ,46 ,37 ,33 ,2 ,60 ,37 ,1
61 ,60 ,81 ,33 ,99 ,36 ,7 ,62 ,9 ,18 ,1
79 ,61 ,75 ,15 ,76 ,1 ,29 ,90 ,5 ,92 ,1
69 ,99 ,89 ,20 ,84 ,84 ,39 ,79 ,71 ,10 ,1
78 ,74 ,64 ,15 ,73 ,44 ,30 ,77 ,43 ,100 ,1
99 ,98 ,53 ,20 ,85 ,80 ,27 ,71 ,61 ,3 ,1
73 ,70 ,64 ,27 ,68 ,41 ,8 ,36 ,71 ,92 ,1
100 ,53 ,86 ,0 ,54 ,42 ,0 ,80 ,45 ,25 ,1
94 ,99 ,100 ,29 ,57 ,83 ,49 ,89 ,71 ,98 ,1
82 ,92 ,51 ,14 ,24 ,39 ,26 ,94 ,0 ,13 ,1
56 ,94 ,84 ,37 ,57 ,97 ,22 ,96 ,13 ,70 ,1
57 ,60 ,58 ,2 ,11 ,41 ,33 ,57 ,33 ,73 ,1
86 ,66 ,62 ,23 ,15 ,72 ,35 ,63 ,80 ,14 ,1
59 ,77 ,86 ,31 ,10 ,58 ,40 ,8 ,88 ,8 ,1
73 ,78 ,87 ,18 ,77 ,63 ,2 ,54 ,21 ,93 ,1
65 ,70 ,70 ,31 ,84 ,75 ,45 ,17 ,36 ,26 ,1
72 ,59 ,77 ,48 ,30 ,45 ,36 ,59 ,34 ,87 ,1
53 ,88 ,88 ,11 ,5 ,42 ,19 ,49 ,5 ,4 ,1
93 ,72 ,69 ,40 ,91 ,5 ,43 ,14 ,76 ,71 ,1
63 ,70 ,72 ,49 ,60 ,13 ,35 ,52 ,27 ,67 ,1
71 ,79 ,98 ,25 ,47 ,16 ,29 ,40 ,46 ,82 ,1
94 ,67 ,64 ,22 ,25 ,25 ,35 ,86 ,30 ,69 ,1
66 ,76 ,73 ,38 ,79 ,36 ,29 ,70 ,100 ,81 ,1
96 ,69 ,66 ,44 ,46 ,16 ,38 ,71 ,5 ,89 ,1
95 ,89 ,71 ,9 ,11 ,96 ,41 ,54 ,79 ,55 ,1
95 ,63 ,57 ,45 ,28 ,1 ,21 ,63 ,22 ,66 ,1
61 ,53 ,57 ,14 ,59 ,95 ,36 ,3 ,66 ,75 ,1
61 ,98 ,76 ,6 ,55 ,25 ,37 ,53 ,90 ,48 ,1
97 ,68 ,99 ,46 ,99 ,57 ,32 ,30 ,74 ,15 ,1
99 ,81 ,99 ,22 ,94 ,19 ,37 ,22 ,63 ,94 ,1
87 ,93 ,63 ,27 ,26 ,60 ,38 ,92 ,100 ,90 ,1
74 ,73 ,75 ,37 ,92 ,53 ,40 ,19 ,63 ,83 ,1
70 ,87 ,80 ,18 ,8 ,88 ,24 ,53 ,96 ,16 ,1
82 ,77 ,65 ,7 ,74 ,16 ,22 ,46 ,88 ,65 ,1
65 ,65 ,53 ,2 ,74 ,4 ,35 ,64 ,34 ,78 ,1
82 ,58 ,87 ,18 ,51 ,2 ,6 ,56 ,55 ,6 ,1
55 ,73 ,84 ,40 ,62 ,48 ,2 ,68 ,83 ,59 ,1
64 ,91 ,78 ,31 ,54 ,86 ,12 ,21 ,5 ,72 ,1
82 ,67 ,78 ,46 ,94 ,61 ,20 ,36 ,62 ,34 ,1
58 ,91 ,59 ,4 ,92 ,4 ,32 ,66 ,67 ,63 ,1
99 ,53 ,60 ,6 ,48 ,95 ,15 ,51 ,69 ,74 ,1
70 ,73 ,58 ,28 ,28 ,64 ,22 ,15 ,30 ,90 ,1
54 ,84 ,95 ,29 ,8 ,3 ,11 ,49 ,96 ,24 ,1
71 ,59 ,97 ,14 ,25 ,72 ,14 ,42 ,74 ,31 ,1
67 ,90 ,59 ,7 ,21 ,30 ,12 ,83 ,74 ,91 ,1
63 ,94 ,81 ,4 ,67 ,9 ,1 ,59 ,35 ,9 ,1
58 ,100 ,76 ,18 ,36 ,2 ,47 ,47 ,46 ,38 ,1
51 ,70 ,82 ,24 ,47 ,76 ,3 ,67 ,45 ,60 ,1
85 ,59 ,86 ,45 ,88 ,14 ,7 ,60 ,24 ,77 ,1
100 ,59 ,79 ,5 ,20 ,93 ,33 ,20 ,22 ,0 ,1
75 ,74 ,95 ,33 ,59 ,79 ,14 ,27 ,20 ,85 ,1
85 ,74 ,51 ,36 ,83 ,64 ,26 ,62 ,10 ,3 ,1
70 ,82 ,79 ,1 ,33 ,16 ,31 ,16 ,78 ,55 ,1
69 ,85 ,64 ,29 ,49 ,87 ,27 ,97 ,5 ,86 ,1
80 ,80 ,69 ,31 ,48 ,76 ,26 ,93 ,42 ,98 ,1
81 ,92 ,96 ,28 ,58 ,55 ,12 ,26 ,97 ,7 ,1
96 ,92 ,62 ,30 ,80 ,46 ,30 ,96 ,46 ,92 ,1
78 ,97 ,73 ,33 ,64 ,100 ,14 ,14 ,91 ,87 ,1
90 ,94 ,90 ,3 ,48 ,52 ,23 ,29 ,39 ,13 ,1
59 ,75 ,57 ,30 ,100 ,9 ,4 ,68 ,81 ,57 ,1
55 ,93 ,77 ,24 ,63 ,98 ,28 ,36 ,43 ,10 ,1
57 ,98 ,58 ,45 ,63 ,99 ,46 ,42 ,90 ,34 ,1
72 ,99 ,91 ,41 ,85 ,30 ,15 ,33 ,70 ,3 ,1
74 ,74 ,57 ,22 ,51 ,68 ,17 ,93 ,21 ,78 ,1
53 ,58 ,64 ,23 ,33 ,95 ,24 ,89 ,17 ,68 ,1
56 ,100 ,56 ,6 ,42 ,79 ,45 ,19 ,0 ,4 ,1
62 ,93 ,84 ,8 ,0 ,96 ,43 ,50 ,17 ,37 ,1
99 ,97 ,94 ,41 ,7 ,21 ,35 ,60 ,87 ,6 ,1
81 ,88 ,68 ,26 ,38 ,64 ,28 ,78 ,14 ,60 ,1
66 ,70 ,68 ,21 ,61 ,61 ,40 ,89 ,41 ,50 ,1
80 ,53 ,97 ,19 ,25 ,77 ,18 ,97 ,44 ,43 ,1
95 ,86 ,58 ,43 ,3 ,0 ,23 ,58 ,17 ,38 ,1
89 ,63 ,55 ,5 ,91 ,29 ,35 ,75 ,90 ,3 ,1
66 ,52 ,92 ,16 ,56 ,59 ,20 ,33 ,55 ,39 ,1
64 ,68 ,70 ,3 ,58 ,40 ,3 ,15 ,97 ,82 ,1
98 ,78 ,64 ,24 ,64 ,98 ,37 ,63 ,77 ,32 ,1
78 ,91 ,78 ,32 ,46 ,43 ,6 ,28 ,91 ,37 ,1
98 ,79 ,77 ,15 ,86 ,13 ,4 ,9 ,61 ,100 ,1
70 ,61 ,71 ,35 ,61 ,66 ,33 ,87 ,28 ,28 ,1
90 ,99 ,65 ,49 ,92 ,15 ,9 ,36 ,75 ,29 ,1
92 ,64 ,54 ,28 ,31 ,51 ,11 ,27 ,23 ,9 ,1
86 ,54 ,88 ,20 ,26 ,57 ,37 ,76 ,49 ,73 ,1
81 ,92 ,86 ,36 ,82 ,63 ,29 ,72 ,80 ,73 ,1
55 ,99 ,72 ,14 ,42 ,21 ,46 ,42 ,73 ,30 ,1
81 ,51 ,54 ,9 ,18 ,100 ,10 ,98 ,48 ,47 ,1
98 ,98 ,55 ,32 ,95 ,42 ,13 ,66 ,77 ,92 ,1
74 ,79 ,63 ,32 ,23 ,47 ,46 ,6 ,49 ,54 ,1
88 ,62 ,93 ,42 ,4 ,35 ,2 ,58 ,51 ,61 ,1
58 ,61 ,99 ,29 ,94 ,3 ,18 ,38 ,41 ,99 ,1
51 ,70 ,54 ,21 ,17 ,41 ,36 ,5 ,90 ,78 ,1
62 ,63 ,56 ,21 ,80 ,48 ,14 ,13 ,79 ,67 ,1
52 ,99 ,77 ,25 ,16 ,59 ,23 ,73 ,55 ,22 ,1
70 ,67 ,92 ,29 ,81 ,76 ,3 ,24 ,90 ,89 ,1
71 ,81 ,70 ,25 ,2 ,13 ,13 ,22 ,21 ,68 ,1
75 ,51 ,96 ,8 ,34 ,15 ,33 ,25 ,20 ,78 ,1
84 ,66 ,83 ,48 ,10 ,40 ,37 ,46 ,88 ,34 ,1
58 ,83 ,95 ,46 ,19 ,71 ,37 ,32 ,50 ,83 ,1
82 ,92 ,58 ,31 ,69 ,0 ,26 ,73 ,29 ,65 ,1
94 ,77 ,76 ,6 ,66 ,75 ,28 ,92 ,0 ,21 ,1
56 ,74 ,85 ,3 ,7 ,14 ,41 ,94 ,35 ,39 ,1
94 ,88 ,88 ,42 ,48 ,52 ,2 ,95 ,80 ,9 ,1
84 ,74 ,94 ,16 ,46 ,85 ,5 ,82 ,78 ,7 ,1
67 ,92 ,76 ,23 ,59 ,78 ,47 ,21 ,5 ,30 ,1
54 ,93 ,64 ,46 ,85 ,77 ,37 ,35 ,46 ,24 ,1
86 ,99 ,52 ,7 ,25 ,48 ,41 ,33 ,15 ,54 ,1
80 ,96 ,72 ,46 ,67 ,99 ,5 ,9 ,93 ,44 ,1
54 ,78 ,55 ,39 ,27 ,3 ,2 ,1 ,85 ,11 ,1
76 ,55 ,58 ,0 ,82 ,10 ,27 ,30 ,57 ,28 ,1
88 ,86 ,77 ,0 ,43 ,49 ,37 ,7 ,31 ,30 ,1
99 ,97 ,86 ,3 ,13 ,5 ,3 ,94 ,29 ,83 ,1
80 ,85 ,77 ,30 ,25 ,6 ,12 ,85 ,30 ,26 ,1
61 ,84 ,77 ,31 ,34 ,34 ,12 ,43 ,75 ,14 ,1
74 ,67 ,81 ,37 ,57 ,75 ,46 ,94 ,12 ,84 ,1
57 ,55 ,96 ,28 ,100 ,93 ,16 ,65 ,47 ,13 ,1
94 ,89 ,90 ,47 ,69 ,75 ,45 ,71 ,65 ,95 ,1
74 ,78 ,61 ,34 ,2 ,67 ,20 ,46 ,76 ,89 ,1
81 ,64 ,61 ,1 ,62 ,57 ,49 ,63 ,72 ,49 ,1
69 ,68 ,52 ,2 ,79 ,64 ,35 ,6 ,21 ,39 ,1
70 ,88 ,67 ,6 ,96 ,100 ,44 ,34 ,10 ,93 ,1
69 ,86 ,59 ,16 ,56 ,56 ,47 ,85 ,71 ,49 ,1
93 ,71 ,77 ,14 ,85 ,8 ,38 ,1 ,33 ,13 ,1
51 ,80 ,96 ,22 ,15 ,51 ,6 ,18 ,9 ,53 ,1
80 ,93 ,79 ,29 ,34 ,94 ,15 ,56 ,4 ,44 ,1
84 ,93 ,86 ,31 ,32 ,11 ,7 ,21 ,35 ,44 ,1
62 ,60 ,56 ,4 ,87 ,75 ,35 ,43 ,93 ,84 ,1
76 ,66 ,99 ,0 ,87 ,43 ,43 ,53 ,51 ,87 ,1
97 ,100 ,59 ,48 ,88 ,90 ,7 ,33 ,1 ,16 ,1
65 ,54 ,69 ,23 ,72 ,56 ,38 ,32 ,67 ,0 ,1
66 ,87 ,85 ,49 ,76 ,50 ,10 ,12 ,3 ,27 ,1
84 ,95 ,61 ,7 ,95 ,59 ,32 ,98 ,76 ,32 ,1
58 ,78 ,53 ,46 ,62 ,13 ,6 ,89 ,17 ,78 ,1
52 ,69 ,73 ,35 ,75 ,36 ,4 ,53 ,39 ,51 ,1
70 ,76 ,53 ,10 ,68 ,86 ,30 ,53 ,92 ,39 ,1
85 ,66 ,98 ,13 ,27 ,19 ,21 ,9 ,98 ,4 ,1
83 ,93 ,84 ,16 ,1 ,5 ,42 ,15 ,70 ,45 ,1
72 ,73 ,95 ,27 ,31 ,43 ,49 ,86 ,39 ,8 ,1
82 ,70 ,58 ,17 ,41 ,75 ,45 ,79 ,100 ,7 ,1
89 ,71 ,65 ,42 ,24 ,49 ,7 ,24 ,85 ,81 ,1
83 ,75 ,81 ,5 ,31 ,49 ,48 ,20 ,47 ,16 ,1
81 ,80 ,68 ,4 ,80 ,69 ,21 ,17 ,91 ,11 ,1
62 ,54 ,64 ,49 ,15 ,92 ,41 ,49 ,38 ,4 ,1
88 ,54 ,67 ,49 ,50 ,60 ,41 ,78 ,82 ,73 ,1
84 ,59 ,92 ,24 ,37 ,51 ,37 ,32 ,63 ,53 ,1
96 ,74 ,59 ,5 ,25 ,32 ,19 ,87 ,100 ,71 ,1
71 ,67 ,79 ,45 ,93 ,67 ,35 ,0 ,50 ,6 ,1
66 ,98 ,78 ,9 ,68 ,29 ,11 ,73 ,23 ,22 ,1
89 ,90 ,83 ,43 ,24 ,18 ,21 ,9 ,83 ,67 ,1
84 ,51 ,88 ,49 ,67 ,2 ,24 ,77 ,56 ,67 ,1
93 ,91 ,74 ,2 ,9 ,64 ,3 ,62 ,91 ,78 ,1
93 ,52 ,90 ,14 ,32 ,2 ,27 ,35 ,22 ,60 ,1
74 ,53 ,90 ,30 ,89 ,43 ,35 ,21 ,71 ,58 ,1
74 ,56 ,82 ,47 ,97 ,30 ,32 ,2 ,7 ,60 ,1
81 ,71 ,65 ,13 ,98 ,22 ,39 ,92 ,90 ,57 ,1
65 ,76 ,86 ,40 ,100 ,52 ,39 ,85 ,20 ,32 ,1
55 ,76 ,98 ,20 ,71 ,40 ,40 ,25 ,48 ,74 ,1
91 ,56 ,73 ,22 ,55 ,14 ,35 ,86 ,83 ,59 ,1
87 ,95 ,58 ,35 ,65 ,22 ,36 ,48 ,73 ,50 ,1
65 ,58 ,57 ,34 ,66 ,25 ,15 ,29 ,19 ,66 ,1
68 ,68 ,69 ,9 ,12 ,78 ,33 ,78 ,50 ,90 ,1
95 ,51 ,59 ,45 ,100 ,94 ,48 ,72 ,5 ,73 ,1
65 ,75 ,61 ,2 ,66 ,81 ,33 ,29 ,88 ,61 ,1
89 ,83 ,58 ,15 ,43 ,3 ,7 ,8 ,64 ,5 ,1
69 ,92 ,58 ,19 ,67 ,51 ,32 ,28 ,99 ,96 ,1
91 ,71 ,99 ,32 ,71 ,87 ,19 ,36 ,80 ,8 ,1
77 ,66 ,79 ,33 ,98 ,59 ,48 ,84 ,2 ,2 ,1
85 ,76 ,67 ,12 ,56 ,40 ,5 ,26 ,53 ,46 ,1
77 ,52 ,77 ,41 ,35 ,32 ,39 ,69 ,95 ,75 ,1
79 ,99 ,98 ,44 ,85 ,60 ,26 ,87 ,32 ,28 ,1
88 ,96 ,86 ,47 ,56 ,14 ,47 ,94 ,86 ,74 ,1
90 ,85 ,53 ,46 ,92 ,81 ,4 ,20 ,49 ,28 ,1
87 ,83 ,87 ,6 ,22 ,30 ,70 ,93 ,33 ,29 ,0
83 ,7 ,66 ,3 ,6 ,91 ,84 ,76 ,31 ,58 ,0
81 ,31 ,82 ,12 ,13 ,93 ,55 ,25 ,98 ,6 ,0
54 ,69 ,100 ,32 ,12 ,40 ,57 ,32 ,66 ,36 ,0
90 ,86 ,58 ,24 ,26 ,49 ,59 ,47 ,83 ,89 ,0
75 ,82 ,67 ,3 ,48 ,19 ,97 ,16 ,15 ,74 ,0
63 ,97 ,57 ,20 ,0 ,6 ,73 ,19 ,25 ,73 ,0
67 ,79 ,89 ,7 ,41 ,70 ,89 ,17 ,76 ,32 ,0
75 ,54 ,78 ,26 ,25 ,97 ,85 ,61 ,85 ,11 ,0
64 ,10 ,76 ,32 ,11 ,62 ,80 ,74 ,4 ,55 ,0
59 ,53 ,68 ,23 ,39 ,90 ,84 ,76 ,100 ,31 ,0
72 ,9 ,92 ,35 ,47 ,91 ,64 ,44 ,70 ,11 ,0
82 ,45 ,97 ,1 ,1 ,70 ,56 ,1 ,18 ,79 ,0
87 ,17 ,99 ,12 ,17 ,0 ,80 ,26 ,14 ,64 ,0
59 ,72 ,58 ,11 ,4 ,62 ,59 ,51 ,14 ,33 ,0
53 ,18 ,62 ,39 ,39 ,3 ,87 ,79 ,37 ,92 ,0
98 ,79 ,62 ,16 ,6 ,41 ,74 ,45 ,61 ,50 ,0
87 ,59 ,83 ,26 ,41 ,64 ,86 ,34 ,28 ,2 ,0
60 ,24 ,54 ,10 ,22 ,6 ,87 ,10 ,94 ,75 ,0
90 ,19 ,97 ,16 ,14 ,56 ,98 ,58 ,50 ,19 ,0
69 ,88 ,92 ,28 ,39 ,55 ,62 ,51 ,40 ,8 ,0
90 ,0 ,75 ,42 ,35 ,77 ,73 ,49 ,61 ,68 ,0
91 ,24 ,57 ,26 ,13 ,11 ,59 ,91 ,92 ,0 ,0
89 ,70 ,75 ,19 ,42 ,11 ,86 ,21 ,20 ,67 ,0
84 ,5 ,54 ,23 ,46 ,87 ,56 ,36 ,98 ,24 ,0
53 ,64 ,80 ,23 ,20 ,55 ,86 ,64 ,1 ,58 ,0
76 ,36 ,69 ,43 ,34 ,39 ,62 ,30 ,81 ,47 ,0
86 ,73 ,81 ,10 ,4 ,94 ,83 ,82 ,18 ,71 ,0
89 ,87 ,94 ,15 ,45 ,22 ,64 ,93 ,19 ,26 ,0
64 ,93 ,96 ,30 ,18 ,53 ,62 ,82 ,1 ,33 ,0
81 ,74 ,74 ,13 ,9 ,51 ,79 ,51 ,75 ,65 ,0
52 ,16 ,73 ,5 ,23 ,77 ,94 ,31 ,45 ,99 ,0
73 ,7 ,99 ,10 ,13 ,73 ,98 ,66 ,82 ,89 ,0
53 ,28 ,53 ,19 ,4 ,56 ,72 ,4 ,11 ,70 ,0
81 ,95 ,54 ,0 ,12 ,34 ,100 ,26 ,68 ,62 ,0
64 ,11 ,59 ,31 ,37 ,62 ,88 ,44 ,44 ,15 ,0
95 ,85 ,99 ,7 ,16 ,89 ,57 ,69 ,1 ,98 ,0
90 ,43 ,69 ,26 ,16 ,71 ,88 ,13 ,4 ,28 ,0
93 ,83 ,75 ,48 ,16 ,89 ,54 ,65 ,51 ,29 ,0
97 ,41 ,96 ,35 ,48 ,17 ,94 ,15 ,12 ,25 ,0
97 ,39 ,87 ,37 ,30 ,51 ,79 ,77 ,66 ,25 ,0
80 ,94 ,80 ,31 ,46 ,19 ,54 ,1 ,43 ,75 ,0
73 ,59 ,56 ,1 ,33 ,92 ,59 ,5 ,19 ,47 ,0
55 ,86 ,68 ,3 ,49 ,56 ,82 ,42 ,90 ,37 ,0
79 ,8 ,88 ,14 ,14 ,98 ,91 ,75 ,26 ,79 ,0
90 ,74 ,79 ,41 ,0 ,99 ,81 ,22 ,89 ,36 ,0
66 ,5 ,64 ,40 ,43 ,13 ,92 ,47 ,13 ,26 ,0
77 ,14 ,83 ,14 ,19 ,3 ,93 ,19 ,63 ,80 ,0
98 ,4 ,55 ,23 ,17 ,92 ,55 ,14 ,50 ,29 ,0
53 ,21 ,91 ,47 ,42 ,8 ,99 ,61 ,34 ,38 ,0
81 ,33 ,88 ,24 ,1 ,44 ,92 ,54 ,99 ,71 ,0
75 ,39 ,74 ,34 ,15 ,60 ,100 ,94 ,24 ,31 ,0
75 ,54 ,87 ,14 ,25 ,69 ,53 ,83 ,56 ,8 ,0
66 ,3 ,58 ,45 ,43 ,100 ,53 ,40 ,42 ,19 ,0
99 ,39 ,70 ,38 ,13 ,57 ,66 ,32 ,68 ,3 ,0
100 ,57 ,98 ,17 ,1 ,92 ,55 ,17 ,4 ,79 ,0
60 ,11 ,60 ,8 ,28 ,64 ,53 ,100 ,85 ,11 ,0
100 ,71 ,79 ,38 ,39 ,38 ,99 ,3 ,16 ,94 ,0
89 ,83 ,74 ,16 ,13 ,100 ,80 ,4 ,25 ,70 ,0
51 ,25 ,57 ,5 ,9 ,52 ,86 ,14 ,32 ,31 ,0
67 ,25 ,92 ,23 ,25 ,86 ,97 ,12 ,66 ,20 ,0
67 ,59 ,100 ,12 ,25 ,61 ,53 ,75 ,20 ,16 ,0
71 ,23 ,64 ,36 ,2 ,46 ,75 ,6 ,62 ,2 ,0
