产品ID,型号,品牌,颜色数,上市时间,市场定位,芯片平台,芯片主频,AP,频段数量,零售价格,外观类型,厚度,产品重量,屏幕数量,屏幕尺寸,分辩率,触摸屏,键盘类型,RAM,ROM,Flash内存,摄像头,定位,FM广播,电视,Modem,红外,蓝牙,WLAN,电池容量,重力感应器,方向感应器,文字输入方法数,智能系统
503,U1001,优思,1,2009,1,0,96,0,3,1280,1,20,86,1,2,16384,0,1,256,128,2.9,200,0,1,0,1,0,0,0,900,0,0,1,0
504,HC-CG220,海尔,1,2009,0,1,56,0,3,699,0,16,132,1,2.2,76800,1,1,32,32,60,200,0,0,0,1,0,0,0,1100,0,0,3,0
505,酷派768,宇龙,1,2007,3,0,96,0,3,3980,2,22.5,100,1,2.4,76800,1,1,64,256,256,30,0,0,0,1,0,0,0,1150,0,0,3,0
506,酷派2938,宇龙,1,2008,1,0,128,0,3,2380,0,16.7,85,1,2.2,38720,0,1,16,16,0,130,0,0,0,0,0,1,0,800,0,0,1,0
507,酷派N16,宇龙,1,2009,2,0,96,0,1,1880,0,17.1,120,1,3.2,384000,1,0,256,256,110,500,1,0,0,1,0,1,0,1380,1,0,3,1
508,酷派D60,宇龙,1,2008,1,0,96,0,3,2380,0,16.6,102,1,2,38720,1,1,32,128,0,200,0,1,0,1,0,0,0,680,0,0,3,0
509,酷派D21,宇龙,1,2009,1,0,96,0,3,1380,0,16.8,110,1,2.4,76800,1,1,64,128,35,30,0,1,0,1,0,0,0,1500,0,0,3,0
510,X6,夏新,1,2010,1,0,192,0,3,1980,0,15,100,1,2.4,76800,0,1,64,128,10,200,1,1,0,1,0,0,0,1800,0,1,1,0
511,FLY-C67,展翼,1,2010,0,1,56,0,1,428,0,14.5,90,1,2.3,76800,1,0,64,128,20,130,1,1,0,1,0,1,0,960,0,0,2,0
512,6235,诺基亚,1,2006,2,0,96,0,1,1200,0,18,98,1,1.8,20480,0,1,64,32,2.5,0,0,0,0,1,0,0,0,750,0,0,1,0
513,2505,诺基亚,1,2008,0,0,96,0,1,800,1,16.5,120,1,2.4,76800,1,0,256,128,20,200,1,1,0,1,0,1,0,1200,0,0,2,0
514,6275,诺基亚,1,2006,1,0,96,0,1,1700,0,17,120,1,2.4,76800,0,1,32,128,32,30,0,1,0,0,0,1,0,1500,0,0,1,0
515,2865,诺基亚,1,2006,0,0,96,0,1,600,0,18,112.5,1,3,96000,1,0,64,128,2048,200,1,1,0,1,0,1,1,910,0,0,2,0
516,7088,诺基亚,1,2006,0,0,96,0,1,800,2,22.7,126,1,3.2,153600,1,0,256,512,512,320,1,0,0,1,0,1,1,1440,1,0,2,1
517,6088,诺基亚,1,2006,1,0,96,0,1,1000,0,16.75,160,1,4.3,384000,2,0,576,512,512,500,1,1,0,1,0,1,1,1500,1,0,2,1
518,6066,诺基亚,1,2006,2,0,96,0,1,1000,1,22.8,109,1,3.1,384000,1,0,256,512,2048,500,1,1,0,1,0,1,0,1080,1,0,2,0
519,1315,诺基亚,1,2006,0,0,96,0,1,500,0,19.3,75,1,2,20480,0,1,128,128,0,0,0,1,0,0,0,0,0,670,0,0,1,0
520,1265,诺基亚,1,2006,0,0,96,0,1,500,0,15,105,1,2.4,76800,1,1,128,256,32,200,1,1,0,1,0,1,0,1400,1,0,3,0
521,E66V,易丰展业,1,2010,1,0,192,0,1,632,0,14,90,1,2.4,76800,0,1,64,128,35,30,0,0,0,1,0,0,0,1000,0,0,1,0
522,i859,三星,1,2008,3,0,147,1,3,3680,0,15.8,80,1,2,38720,0,1,32,128,20,130,0,0,0,0,0,1,0,1100,0,0,1,0
523,ZTE C170,中兴,1,2006,0,0,96,0,1,500,0,13.4,72,1,1.5,16384,0,1,4,8,0,0,0,1,0,0,0,0,0,1000,0,0,1,0
524,ZTE C172+,中兴,1,2006,0,0,96,0,1,500,0,13.4,110,1,2.4,76800,0,1,128,256,5,130,0,0,0,1,0,0,0,750,0,0,1,0
525,ZTE C190,中兴,1,2006,0,0,96,0,1,500,0,13.8,102,1,2.4,76800,1,1,8,32,6,200,0,1,0,1,0,1,0,1300,1,0,3,0
526,G652,中兴,1,2008,2,0,40,1,1,1480,0,32,80,1,1.5,16384,0,1,2,4,2,0,0,1,0,0,0,0,0,1000,0,0,1,0
527,G650,中兴,1,2006,1,0,40,1,1,1380,0,25,70,1,2.2,38720,0,1,128,128,3,30,0,1,0,0,0,0,0,650,0,0,1,0
528,ZTE C260,中兴,1,2006,0,0,96,0,1,500,1,23,148,2,2.6,76800,1,1,128,256,80,320,1,0,0,1,0,1,0,1200,0,0,3,0
529,ZTE C300,中兴,1,2007,0,0,96,0,1,500,0,13.4,106,1,3.2,96000,1,0,128,256,140,320,1,1,0,0,0,1,0,1100,0,0,2,1
530,ZTE C310,中兴,1,2007,0,0,96,0,1,500,0,18.5,86,1,1.5,16384,0,1,16,32,32,0,0,1,0,0,1,0,0,900,0,0,1,0
531,ZTE C350,中兴,1,2007,0,0,96,0,1,550,1,16,110,1,2.4,76800,0,2,1024,512,10,200,0,1,0,1,0,0,0,850,0,0,1,0
532,ZTE C500,中兴,1,2007,0,0,147,0,1,800,0,15.5,133.2,1,3.2,153600,1,0,256,512,32,500,1,0,0,1,0,1,1,1200,1,0,2,1
533,ZTE C580,中兴,1,2007,1,0,147,0,1,1000,0,13,94,1,2,38720,0,1,60,60,0,130,0,0,0,0,0,0,0,800,0,0,1,0
534,S209,三星,1,2007,0,0,96,0,1,580,2,18.8,101,1,2.4,76800,1,1,64,128,43,200,0,1,0,1,0,1,0,1300,0,0,3,0
535,F209,三星,1,2004,1,0,147,0,1,1000,2,24.3,110,1,3.2,96000,1,0,128,256,140,200,1,1,0,1,0,1,1,1100,1,0,2,1
536,F319,三星,1,2005,1,0,96,0,1,1000,2,24,74,1,2,76800,0,1,16,32,0.3,30,0,1,0,1,0,0,0,800,0,0,1,0
537,F369,三星,1,2006,1,0,147,0,1,1200,2,15.9,105,1,2.8,76800,1,0,32,64,25,30,0,0,0,1,0,1,0,1200,0,0,2,0
538,F379,三星,1,2006,1,0,40,0,1,1200,2,20.3,96,1,1.44,16384,0,1,32,64,0,30,0,0,0,0,0,0,0,1800,0,0,1,0
539,F399,三星,1,2006,1,0,147,0,1,1000,1,19.5,120,1,2.4,76800,1,1,128,64,4,200,0,1,0,0,0,1,0,1350,0,0,3,0
540,F509,三星,1,2006,1,0,147,0,1,1200,1,16.5,100,1,3,96000,1,0,64,64,100,320,1,0,0,0,0,1,0,1000,0,0,3,0
541,W159,三星,1,2008,2,0,147,0,3,1680,2,15.9,138,1,3.2,96000,1,0,128,256,160,200,1,1,0,1,0,1,0,1500,1,0,2,0
542,W379,三星,1,2006,2,0,147,0,3,2000,1,25.8,71,1,1.47,16384,0,1,4,8,0.5,0,0,0,0,0,0,0,0,860,0,0,1,0
543,W539,三星,1,2006,1,0,147,0,3,2100,1,21.3,100,1,2.4,76800,1,1,64,64,10,200,0,1,0,1,0,1,0,1100,1,0,3,0
544,W559,三星,1,2006,2,0,147,0,3,2200,0,13.8,90,1,2.2,38720,1,1,32,128,0,130,0,1,0,0,0,1,0,860,0,0,3,0
545,W569,三星,1,2006,2,0,147,0,3,2200,2,17.6,138,1,2.2,38720,1,1,16,32,96,130,0,1,0,1,0,0,0,1100,0,0,3,0
546,X899,三星,1,2005,2,0,40,0,1,1500,1,21,78,1,1.8,20480,0,1,32,64,1,30,0,1,0,0,0,0,0,1000,0,0,1,0
547,X989,三星,1,2006,1,0,40,0,1,1100,1,21.4,100,1,2.2,76800,0,2,128,64,8,200,1,1,0,1,0,1,0,850,1,0,1,0
548,E339,天宇朗通,1,2010,1,0,192,1,3,2117,0,14,98,1,2.2,38720,0,1,64,128,30,30,0,0,0,1,0,0,0,1000,0,0,1,0
549,C788,波导,1,2009,0,0,96,0,1,850,0,15.1,89,1,2.2,38720,1,1,16,4,2,30,0,0,0,0,0,0,0,900,0,0,3,0
550,ZTE H500,中兴,1,2006,1,0,40,0,3,1100,0,18,70,1,1.5,16384,0,1,4,8,0,0,0,0,0,0,0,0,0,1000,0,0,1,0
551,ZTE H520,中兴,1,2007,0,0,96,0,3,600,0,15,96,1,1.77,76800,0,1,64,32,1.2,30,0,1,0,0,0,0,0,1800,0,0,1,0
552,CV777,广州金鹏,1,2010,1,0,192,0,3,1120,0,14.8,110,1,2.4,76800,0,1,512,1024,16,130,0,0,1,1,0,0,0,1400,0,0,1,0
553,HC-C550,海尔,1,2010,0,0,96,0,1,464,0,12.1,100,1,2.4,76800,1,1,512,1024,32,130,0,0,0,1,0,0,0,1500,0,0,3,0
554,酷派268,宇龙,1,2007,2,0,96,0,3,1980,0,19,128,1,3.5,153600,1,0,256,512,0,200,1,0,0,1,0,1,1,1400,1,0,2,1
555,酷派539,宇龙,1,2007,0,0,96,0,1,660,0,11.9,85,1,2,38720,0,1,32,128,128,30,0,1,0,0,0,1,0,800,0,0,1,0
556,LT823,特灵通,1,2010,0,1,56,0,1,268,0,14.7,94,1,1.8,38720,0,1,60,40,40,130,0,0,0,0,0,0,0,800,0,0,1,0
557,LT828,特灵通,2,2010,0,1,56,0,1,216,0,15,85,1,1.5,6240,0,1,8,16,6,0,0,0,0,0,0,0,0,920,0,0,1,0
558,酷派268C,宇龙,1,2008,1,0,96,0,1,1980,0,19,105,1,2.4,76800,2,1,64,256,10,30,0,1,0,1,0,0,0,1450,0,0,3,0
559,F6319,天宇朗通,1,2010,0,1,56,0,1,299,0,12.3,150,2,2.8,76800,1,0,32,128,250,30,0,1,0,0,0,1,0,1100,1,0,3,0
560,A1800,摩托罗拉,1,2008,3,0,192,0,3,3000,1,24.95,100,1,2.8,76800,1,0,64,128,3,200,0,1,0,0,0,1,0,1350,0,0,2,0
561,v3c,摩托罗拉,1,2006,1,0,96,0,1,2000,1,14.5,95,2,1.8,20480,0,1,2,4,0,0,0,0,0,0,1,0,0,750,0,0,1,0
562,v860,摩托罗拉,1,2003,0,0,96,0,1,398,0,18.8,88,1,2,20480,0,1,128,512,15,30,0,1,0,1,0,1,0,960,0,0,1,0
563,k2c,摩托罗拉,1,2006,1,0,147,0,1,1000,1,16,67,1,1.5,19200,0,1,8,4,1,30,0,1,0,0,0,0,0,800,0,0,1,0
564,w170,摩托罗拉,1,2007,0,0,96,0,1,500,0,14.6,130,1,2.4,76800,0,1,64,128,128,30,0,0,0,0,1,0,0,1800,0,0,1,0
565,w200,摩托罗拉,1,2006,0,0,96,0,1,300,0,22.5,132,1,2.4,76800,1,0,128,256,100,320,1,1,0,1,0,1,0,1000,0,0,2,0
566,w210,摩托罗拉,1,2007,0,0,96,0,1,250,0,25,136,1,1.8,20480,0,1,64,32,8,0,1,0,0,0,0,0,0,1200,0,0,1,0
567,w355,摩托罗拉,1,2007,0,0,96,0,1,600,1,18.6,104,1,2.8,76800,1,0,64,128,1.5,30,0,0,0,0,0,1,0,850,0,0,2,0
568,z1,摩托罗拉,1,2006,1,0,96,0,1,1400,2,14.8,130,1,3.2,96000,1,0,128,256,0,200,1,0,0,1,0,1,1,1500,0,0,3,1
569,HC-Q3,和信,1,2010,0,0,96,0,1,398,0,12.5,150,1,3.6,96000,1,0,64,128,55,30,0,1,0,1,0,0,0,1100,0,1,3,0
570,HC-F1,和信,1,2010,0,0,96,0,1,798,1,16.3,117.3,1,3.5,153600,2,0,256,512,256,300,1,1,0,1,0,1,1,1450,1,1,2,1
571,UC520,深圳同威,1,2010,5,0,96,0,1,218,0,17.2,72,1,1.44,16384,0,1,4,16,1,0,0,0,0,0,0,0,0,1000,0,0,1,0
572,HS-C268,海信,2,2010,0,0,96,1,1,218,0,13.5,135,1,3.5,153600,2,0,256,512,100,320,1,1,0,1,0,1,1,1350,1,1,2,1
573,V901,优派环宇,1,2010,3,0,192,0,1,3480,0,12.75,95,1,3.5,153600,2,0,4096,2048,786,200,0,0,0,1,0,0,0,1100,1,0,2,1
574,KS16FC,深圳科盛,2,2010,0,0,96,0,1,498,0,14,90,1,2.2,76800,0,1,128,32,5,130,0,1,0,0,0,0,0,1000,0,0,1,0
575,TC112,深圳世纪天元,1,2010,0,0,96,0,1,568,0,14.5,100,1,2.4,76800,1,1,8,32,0,30,0,1,0,0,0,1,0,1800,0,0,3,0
576,CS100,鑫方迅,2,2010,1,0,192,1,1,528,0,17.8,120,1,2.8,76800,1,0,16,32,96,130,0,1,0,1,0,0,0,1480,0,0,2,0
577,T9199,htc,1,2010,4,0,1024,1,5,3680,0,14,75,1,1.77,20480,0,1,32,64,0,0,0,0,0,0,0,0,0,1000,0,0,1,0
578,FLY-C68,展翼,4,2010,0,0,96,1,1,518,0,12.8,80,1,1.77,20480,0,1,32,128,3,30,0,0,0,1,0,0,0,950,0,0,1,0
579,EX201,摩托罗拉,1,2010,1,0,192,1,3,1206,0,15.2,120,1,3.2,153600,1,0,256,512,50,200,1,0,1,1,0,0,1,1250,0,1,2,1
580,VD680,百灵葳朗,2,2010,1,1,56,1,3,617,2,15.7,115,1,2.4,76800,1,1,64,128,0,30,0,1,0,0,0,1,0,1500,0,0,3,0
581,U108,优思,1,2010,4,0,192,1,1,1480,0,12.7,90,1,1.77,20480,0,1,16,64,0.8,0,0,0,0,0,0,0,0,1000,0,0,1,0
582,Skyworth EG36,创维,2,2010,1,0,192,1,3,1088,1,16.8,95.4,1,2.4,76800,0,1,64,256,2.2,30,0,0,0,1,0,0,0,1450,0,0,1,0
583,N6000,华录,2,2010,3,0,192,0,3,1880,0,13.3,80,1,1.44,16384,0,1,16,32,0,0,0,0,0,0,0,0,0,1000,0,0,1,0
584,酷派D23,宇龙,1,2010,0,0,96,0,3,698,0,13.4,60,1,0.96,6240,0,1,32,64,64,0,0,0,0,0,0,0,0,550,0,0,1,0
585,DCT598,湖南大成,3,2010,0,0,96,1,3,428,2,16.5,60,1,1.45,16384,0,1,2,8,1,0,0,0,0,0,0,0,0,670,0,0,1,0
586,C837,深圳锋达通,3,2010,1,0,96,0,3,980,0,13.8,165,1,3.7,384000,2,0,512,512,180,500,1,0,0,1,0,1,1,1500,1,0,2,1
587,EC6700,杭州东信百丰,1,2010,0,1,56,1,1,398,0,12.5,90,1,1.5,14400,0,1,2,4,0.1,0,0,0,0,0,0,0,0,1700,0,0,1,0
588,OKWAP A130,英华达,1,2010,0,1,56,1,1,498,0,14,115,1,3.2,76800,1,0,64,128,2,30,0,1,0,0,0,1,0,1000,1,0,2,0
589,E6,特灵通,3,2010,3,0,192,1,1,436,0,11,150,1,4,384000,2,0,512,512,200,300,1,1,0,1,0,1,1,1520,1,1,2,1
590,Leimone E33,天津通广,2,2010,3,0,192,1,1,540,0,10.7,700,1,2.4,8192,0,1,4,8,0,0,0,0,0,0,0,0,0,1000,0,0,1,0
591,DF815,深圳广信,2,2010,0,1,56,0,3,699,0,14.7,104,1,3.2,153600,2,0,384,512,160,300,1,1,0,1,0,1,1,1350,0,0,1,1
592,XT301,摩托罗拉,2,2010,2,0,528,1,1,890,0,15,98.7,2,2,38720,0,1,8,32,10,130,0,0,0,0,0,1,0,700,0,0,1,0
593,C660,世纪星宇,1,2010,3,0,96,0,3,579,1,17,75,1,1.8,20480,0,1,8,16,0,0,0,0,0,0,0,0,0,1000,0,0,1,0
594,HE-F7,和信,1,2010,3,0,192,1,1,590,0,13.8,90,1,2.2,38720,0,1,8,16,2,130,0,0,0,0,0,0,0,800,0,0,1,0
595,Lenovo i316e,联想,1,2010,0,0,192,1,1,888,0,11,120,1,3.2,153600,2,0,256,512,100,320,0,0,0,1,0,1,1,1300,1,1,2,1
596,BlackBerry 9630,黑莓,1,2010,3,0,528,0,5,5680,0,14.2,91,1,2.4,76800,0,1,8,32,15,130,0,1,0,0,0,1,0,940,0,0,1,0
597,BlackBerry 9530,黑莓,1,2010,3,0,528,0,5,5680,0,13.95,60,1,1.77,38720,0,1,4,4,0,0,0,0,0,1,0,0,0,850,1,1,1,0
598,Skyworth CG08,创维,1,2010,3,0,96,1,3,618,0,15.5,98,1,1.8,20480,0,1,32,64,1,0,0,0,0,0,0,0,0,1000,0,0,1,0
599,酷派S126,宇龙,1,2010,2,0,192,1,1,578,0,10.5,108,1,2.4,76800,1,1,128,64,43,30,0,0,0,1,0,0,0,1350,0,0,3,0
600,HC-D520,海尔,2,2010,0,1,125,1,1,418,0,11.1,111,1,2.4,76800,0,1,128,64,1,30,0,1,0,0,0,0,0,1000,0,0,1,0
601,C2205,华为,1,2006,0,0,96,0,1,398,0,14.5,155,1,3.25,172800,2,0,192,128,0,320,1,0,0,1,0,1,0,1400,1,0,3,1
602,C2281,华为,1,2006,0,0,96,0,1,498,0,14.5,170,1,2.4,76800,0,1,64,128,128,30,0,1,0,0,0,1,0,1800,0,0,1,0
603,C2285,华为,1,2006,0,0,96,0,1,598,0,14.5,75,1,2.4,76800,0,1,64,128,0,130,0,0,0,1,0,1,0,800,0,0,1,0
604,C2901,华为,1,2008,0,0,96,0,1,398,0,13.6,110,2,2,76800,0,1,58,58,0,200,0,0,0,0,0,0,0,700,0,0,1,0
605,C3300,华为,1,2006,0,0,96,0,1,598,1,14.5,80,1,2.4,76800,0,1,64,256,10,30,0,0,0,1,0,0,0,1200,0,0,1,0
606,C5080,华为,1,2006,0,0,128,0,1,698,1,14.5,83,1,1.33,16384,0,1,16,32,32,0,0,0,0,0,0,0,0,1000,0,0,1,0
607,C5300,华为,1,2006,0,0,128,0,1,898,0,14.5,76,1,1.5,16384,0,1,16,32,32,0,0,0,0,0,0,0,0,860,0,0,1,0
608,JY818Q,泰星,1,2010,0,0,96,0,1,698,0,15.7,103,1,2.2,76800,0,1,128,32,0.51,30,0,1,0,0,0,0,0,1000,0,0,1,0
609,ZTE-E X70,中兴,1,2010,1,0,528,1,1,3480,0,13.8,130,1,3.5,153600,1,0,256,512,100,130,1,0,0,1,0,0,0,1300,1,1,2,1
610,酷派528,宇龙,1,2007,0,0,96,0,1,780,0,21.2,110,1,2.4,96000,0,1,128,256,128,0,1,0,0,0,0,0,0,1000,0,0,1,1
611,酷派219,宇龙,1,2007,0,0,96,0,1,880,0,12,130,1,3.2,96000,1,0,64,128,1024,200,0,1,0,1,0,1,0,1150,1,0,3,0
612,C192,英华达,1,2010,0,1,56,0,3,504,0,15.6,100,1,2.4,76800,0,1,64,128,10,200,1,1,0,1,0,1,0,1800,0,1,1,0
613,A320,英华达,1,2010,0,1,56,0,1,393,1,19.8,72,1,1.5,16384,0,1,64,32,0.7,0,0,0,0,0,0,0,0,1000,0,0,1,0
614,A168C,华录,1,2010,0,0,96,0,1,518,0,13.4,95,1,2.4,76800,0,1,10,40,6,130,0,1,0,0,0,1,0,900,0,0,1,0
615,KV700,LG,3,2010,1,0,268,0,1,1580,1,14.4,112,1,2.4,76800,0,1,64,256,2,30,0,0,0,1,0,0,0,1400,0,0,1,0
616,w150i,摩托罗拉,1,2006,0,0,96,0,1,300,0,22.5,110,1,2.4,76800,1,0,128,256,50,200,1,0,0,1,0,1,0,2000,0,0,3,0
617,MOTO U6c,摩托罗拉,1,2006,2,0,40,0,1,1000,1,22.2,61,1,1.44,16384,0,1,4,8,0.2,0,0,0,0,0,0,0,0,700,0,0,1,0
618,ZTE-C S268,中兴,1,2010,0,0,96,0,1,888,0,14,87,1,2.4,76800,0,1,64,128,30,30,0,0,0,1,0,0,0,1000,0,0,1,0
619,CF500,深圳广信,3,2010,0,1,125,0,1,699,0,10.2,126.5,1,2.8,76800,1,1,256,512,100,300,0,0,0,1,0,1,0,1800,0,0,3,1
620,ZTE-C R511,中兴,1,2010,1,0,192,0,1,1280,0,14.2,85,1,2.8,76800,1,0,512,1024,10,30,0,0,0,1,0,0,0,850,0,0,2,0
621,1255,诺基亚,1,2006,0,0,96,0,1,650,0,19.3,110,1,2.8,76800,1,0,64,128,70,0,1,1,0,1,0,1,0,1050,0,0,2,0
622,6268,诺基亚,1,2006,1,0,96,0,1,2000,2,22,130,1,2.8,307200,1,0,288,512,128,320,1,0,0,1,0,1,1,1350,1,0,2,1
623,VEVA T100,中电器材,1,2010,1,0,96,0,1,1500,0,15.4,790.2,1,2.2,8192,0,2,1,0,4,0,0,0,0,0,0,0,0,1000,0,0,1,0
624,NT555,新语,1,2010,0,1,56,0,1,657,1,15.6,90,1,2.2,38720,1,1,16,8,3,130,0,1,0,0,0,0,0,1500,0,0,3,0
625,ZTE C160,中兴,1,2005,0,0,96,0,1,200,0,19,85,1,1.44,14400,0,1,2,4,0.2,0,0,0,0,0,0,0,0,1000,0,0,1,0
626,ZTE C180,中兴,1,2005,0,0,96,0,1,200,0,19,85,1,1.44,14400,0,1,2,4,0.2,0,0,0,0,0,0,0,0,1000,0,0,1,0
627,ZTE C200,中兴,1,2006,0,0,96,0,1,200,1,25,100,1,2.6,6240,1,1,128,128,3,30,0,1,0,0,0,1,0,1000,0,0,2,0
628,M709,三星,1,2005,1,0,40,0,1,1980,0,13.5,105,1,2,20480,0,1,32,32,2,30,0,1,0,1,0,1,0,1300,0,0,1,0
629,E239,三星,1,2007,1,0,40,0,1,1280,1,14.5,130,1,2.6,76800,2,1,128,32,4,130,0,0,0,0,0,1,0,1050,0,0,3,0
630,ZTE C79,中兴,1,2009,2,0,192,0,1,2680,1,18.8,70,1,1.5,20480,0,1,32,64,32,0,0,0,0,0,0,0,0,600,0,0,1,0
631,ZTE C310i,中兴,1,2008,0,0,96,0,1,200,0,12.8,96,1,2,38720,0,1,64,32,2,130,1,0,0,1,0,0,0,1000,0,0,1,0
632,ZTE D820,中兴,1,2009,3,0,147,1,1,3680,0,15.5,118,1,1.8,38720,0,1,4,8,0,30,0,0,0,0,0,0,0,1500,0,0,1,0
633,DF822,深圳广信,2,2010,0,1,56,0,3,656,0,14.3,72,1,1.5,16384,0,1,4,8,0.87,0,0,0,0,0,0,0,0,1000,0,0,1,0
634,602C,康佳,1,2010,0,0,96,0,1,256,0,13.8,104.2,1,2.4,76800,0,2,512,1024,10,30,1,0,0,1,0,0,0,1800,0,0,1,0
635,G380,中兴,1,2010,1,0,96,1,1,1330,0,18.7,80,1,1.8,20480,0,1,4,16,3,30,0,1,0,0,0,0,0,800,0,0,1,0
636,C12L,大唐,1,2009,1,0,96,0,1,1000,0,13,110,1,3.5,153600,2,0,256,512,90,200,0,1,0,1,0,1,1,1300,1,0,2,1
637,U799,优思,1,2010,1,0,96,0,3,909,1,20.8,105,1,2.4,76800,1,1,32,128,1,130,0,0,0,0,0,1,0,1600,0,0,3,0
638,RK68,深圳三普,1,2009,0,1,56,0,1,758,0,12.5,108,1,3.2,153600,1,0,256,512,200,320,1,1,0,1,0,1,1,1100,1,0,2,1
639,i520,广州金鹏,2,2010,1,0,192,0,1,799,2,17.2,70,1,1.5,14400,0,1,64,32,1,0,0,0,0,0,0,0,0,750,0,0,1,0
640,HCG-S200,和信,1,2010,0,0,96,0,3,575,0,15.2,194,2,3.5,384000,2,0,512,1000,530,500,1,0,0,1,0,1,1,1320,1,1,3,1
641,SC66,创维,1,2010,0,0,96,0,1,510,1,17,120,2,3,96000,1,1,32,64,14.6,130,0,1,0,0,0,1,0,1500,0,0,3,0
642,HS-E500,海信,1,2010,2,0,192,1,1,582,0,10.8,103,1,2.8,76800,1,0,256,512,100,30,1,0,0,1,0,0,0,1000,0,0,2,1
643,FLY-C91,展翼,1,2010,0,0,96,0,1,568,0,16.3,75,1,2.2,76800,0,1,8,16,3,130,0,1,0,0,0,1,0,800,0,0,1,0
644,KD88,深圳广信,3,2010,1,1,125,0,3,732,0,13.5,65,1,1.88,14400,0,1,4,4,0,0,0,0,0,0,0,0,0,700,0,0,1,0
645,CB-T801,深圳新中桥,1,2010,1,0,192,0,3,1580,0,15.6,158,2,3,96000,1,1,256,512,14,30,0,1,0,0,0,1,0,1150,0,0,3,0
646,VL656C,百灵葳朗,1,2010,2,1,56,0,3,699,2,16.5,85,1,2.2,76800,0,1,64,128,19,30,0,0,0,1,0,0,0,1000,0,0,1,0
647,E208,NAIDE,1,2009,0,1,56,0,1,298,0,9.9,72,2,1.5,16384,0,1,4,4,1,0,0,0,0,1,0,0,0,600,0,0,1,0
648,E58C,易丰展业,1,2010,0,0,96,0,1,698,0,14.35,70,1,1.5,14400,0,1,2,8,0.87,0,0,0,0,0,0,0,0,670,0,0,1,0
649,E69C,易丰展业,1,2009,0,0,96,0,3,399,0,13,120,1,2.4,76800,0,1,64,128,30,30,0,0,0,1,0,0,0,1200,0,0,1,0
650,EV269,泛泰,2,2010,2,0,192,0,1,1230,2,15.9,96.3,1,2.4,76800,0,1,64,128,2,0,0,0,0,0,0,0,0,1800,0,0,1,0
651,EV289,泛泰,2,2010,2,0,192,0,1,1260,1,15.4,90,1,2.2,38720,0,1,128,32,2,30,0,0,0,1,0,0,0,1100,0,0,1,0
652,E-3880,华录,1,2010,2,0,192,0,1,1500,0,13,106,1,2.8,76800,1,0,512,1024,70,130,1,1,0,1,0,1,0,1100,0,0,2,0
653,C2288,科铂,1,2010,0,0,96,0,1,298,0,15.8,120,1,2.4,76800,0,1,128,64,128,30,0,1,0,0,0,1,0,1000,0,0,1,0
654,C3188,科铂,1,2010,0,0,96,0,1,499,0,16.3,100,1,2.2,38720,0,1,8,16,3,130,0,1,0,0,0,0,0,800,0,0,1,0
655,F5188,科铂,1,2010,0,0,96,0,1,698,0,16.3,105,1,2.8,76800,1,0,128,256,70,200,1,1,0,1,0,1,1,1000,1,0,2,0
656,K76,宇达,1,2010,3,0,192,0,1,3780,0,11.9,95,1,2.8,76800,1,0,256,512,100,30,0,0,0,1,0,0,0,900,0,0,1,1
657,NT999,新语,1,2010,0,1,56,0,1,880,0,18,165,1,3.5,153600,2,2,512,512,200,500,1,0,0,1,0,1,1,2000,1,0,2,1
658,HYF5002C,恒宇丰,1,2010,0,0,96,0,1,498,0,14.49,70,1,1.75,20480,0,1,4,8,1,0,0,0,0,0,0,0,0,1000,0,0,1,0
659,Z289,NAIDE,1,2010,0,1,56,0,3,998,0,14.5,112,1,3.5,153600,1,1,256,512,0,200,1,0,0,1,0,1,1,1280,1,0,2,1
660,ZTE-C D821,中兴,1,2009,1,0,147,1,1,2980,0,15.5,125,1,2.4,76800,0,1,128,512,18,200,1,1,0,1,0,1,0,950,0,0,1,0
661,nlj616,诺利佳,1,2010,0,1,56,0,1,298,0,15.1,100,1,2.4,76800,0,1,128,80,0,200,1,0,0,1,0,1,0,960,1,0,1,0
662,HX-EG2010,华讯方舟,1,2010,1,0,192,0,3,1880,0,15,95,2,3,96000,0,1,64,128,30,200,0,0,0,1,1,0,0,1000,0,0,1,0
663,C10,银星基业,1,2010,0,0,96,0,1,490,0,13.8,120,1,2.8,96000,0,1,32,64,32,130,0,1,0,0,0,1,0,1200,0,0,1,0
664,RK888,深圳三普,1,2010,5,1,56,0,1,418,0,15,58,1,2.4,76800,1,0,64,128,4,30,0,0,0,0,0,0,0,1200,0,0,2,0
665,EV757,永通,1,2010,1,0,192,0,3,1680,0,13.9,84,1,2.4,76800,1,0,16,64,7,30,0,1,0,1,0,0,0,900,0,0,2,0
666,E63,雷梦,1,2010,1,0,192,0,3,1100,0,16,105,1,2,38720,0,1,16,64,80,0,0,0,0,0,0,0,0,2000,0,0,1,0
667,HS-E300,海信,2,2010,2,0,192,1,1,499,0,11.2,102,1,3.5,153600,2,0,256,512,24,200,0,1,0,0,0,0,0,1000,0,0,2,0
668,HS-E350,海信,1,2010,0,0,192,1,1,738,0,10.8,80,1,1.8,20480,0,1,4,16,3,130,0,1,0,0,0,0,0,800,0,0,1,0
669,WX270,摩托罗拉,1,2010,0,1,56,0,1,240,0,14.67,135,1,2.4,76800,1,1,256,64,2,30,0,1,0,0,0,1,0,1200,0,0,3,0
